image,x,y,outer_radius,color,state,notes
hpma_f000690_t011.500.png,690,952,84,unknown,shrinking_outer,
hpma_f000690_t011.500.png,1784,954,98,unknown,shrinking_outer,
hpma_f000691_t011.517.png,1524,862,276,unknown,shrinking_outer,
hpma_f000692_t011.533.png,1524,864,279,unknown,shrinking_outer,
hpma_f000693_t011.550.png,1526,856,270,unknown,shrinking_outer,
hpma_f000694_t011.567.png,1530,858,281,unknown,shrinking_outer,
hpma_f000695_t011.583.png,1528,852,264,unknown,shrinking_outer,
hpma_f000696_t011.600.png,1532,866,268,unknown,shrinking_outer,
hpma_f000697_t011.617.png,1524,854,260,unknown,shrinking_outer,
hpma_f000698_t011.633.png,1520,848,252,unknown,shrinking_outer,
hpma_f000699_t011.650.png,1528,860,241,unknown,shrinking_outer,
hpma_f000700_t011.667.png,1526,856,244,unknown,shrinking_outer,
hpma_f000701_t011.683.png,1524,866,239,unknown,shrinking_outer,
hpma_f000702_t011.700.png,1524,858,235,unknown,shrinking_outer,
hpma_f000703_t011.717.png,1528,866,228,unknown,shrinking_outer,
hpma_f000704_t011.733.png,1524,860,215,unknown,shrinking_outer,
hpma_f000705_t011.750.png,1526,630,271,unknown,shrinking_outer,
hpma_f000705_t011.750.png,1528,866,220,unknown,shrinking_outer,
hpma_f000706_t011.767.png,1530,854,207,unknown,shrinking_outer,
hpma_f000706_t011.767.png,1518,630,276,unknown,shrinking_outer,
hpma_f000707_t011.783.png,1532,636,276,unknown,shrinking_outer,
hpma_f000707_t011.783.png,1532,866,198,unknown,shrinking_outer,
hpma_f000708_t011.800.png,1524,858,198,unknown,shrinking_outer,
hpma_f000708_t011.800.png,1524,630,270,unknown,shrinking_outer,
hpma_f000709_t011.817.png,1532,634,269,unknown,shrinking_outer,
hpma_f000709_t011.817.png,1530,860,184,unknown,shrinking_outer,
hpma_f000710_t011.833.png,1528,632,256,unknown,shrinking_outer,
hpma_f000710_t011.833.png,1526,860,182,unknown,shrinking_outer,
hpma_f000711_t011.850.png,1530,636,250,unknown,shrinking_outer,
hpma_f000711_t011.850.png,1530,860,177,unknown,shrinking_outer,
hpma_f000712_t011.867.png,1524,632,245,unknown,shrinking_outer,
hpma_f000712_t011.867.png,1524,856,168,unknown,shrinking_outer,
hpma_f000713_t011.883.png,1522,636,229,unknown,shrinking_outer,
hpma_f000713_t011.883.png,1520,862,159,unknown,shrinking_outer,
hpma_f000714_t011.900.png,1526,638,232,unknown,shrinking_outer,
hpma_f000714_t011.900.png,1528,866,160,unknown,shrinking_outer,
hpma_f000715_t011.917.png,1528,638,226,unknown,shrinking_outer,
hpma_f000715_t011.917.png,1526,858,151,unknown,shrinking_outer,
hpma_f000716_t011.933.png,1532,858,143,unknown,shrinking_outer,
hpma_f000716_t011.933.png,1530,636,217,unknown,shrinking_outer,
hpma_f000717_t011.950.png,1526,632,217,unknown,shrinking_outer,
hpma_f000717_t011.950.png,1534,862,137,unknown,shrinking_outer,
hpma_f000718_t011.967.png,1528,628,193,unknown,shrinking_outer,
hpma_f000718_t011.967.png,1526,864,138,unknown,shrinking_outer,
hpma_f000719_t011.983.png,1524,404,277,unknown,shrinking_outer,
hpma_f000719_t011.983.png,1530,630,193,unknown,shrinking_outer,
hpma_f000719_t011.983.png,1524,868,131,unknown,shrinking_outer,
hpma_f000720_t012.000.png,1524,406,275,unknown,shrinking_outer,
hpma_f000720_t012.000.png,1524,628,196,unknown,shrinking_outer,
hpma_f000720_t012.000.png,1532,866,127,unknown,shrinking_outer,
hpma_f000721_t012.017.png,1522,854,121,unknown,shrinking_outer,
hpma_f000721_t012.017.png,1524,640,183,unknown,shrinking_outer,
hpma_f000721_t012.017.png,1524,406,277,unknown,shrinking_outer,
hpma_f000722_t012.033.png,1530,406,261,unknown,shrinking_outer,
hpma_f000722_t012.033.png,1528,632,179,unknown,shrinking_outer,
hpma_f000722_t012.033.png,1528,862,117,unknown,shrinking_outer,
hpma_f000723_t012.050.png,1520,414,257,unknown,shrinking_outer,
hpma_f000723_t012.050.png,1524,638,175,unknown,shrinking_outer,
hpma_f000723_t012.050.png,1524,856,108,unknown,shrinking_outer,
hpma_f000724_t012.067.png,1526,858,103,unknown,shrinking_outer,
hpma_f000724_t012.067.png,1524,640,168,unknown,shrinking_outer,
hpma_f000724_t012.067.png,1522,408,249,unknown,shrinking_outer,
hpma_f000725_t012.083.png,1530,410,247,unknown,shrinking_outer,
hpma_f000725_t012.083.png,1528,638,163,unknown,shrinking_outer,
hpma_f000725_t012.083.png,1530,860,98,unknown,shrinking_outer,
hpma_f000726_t012.100.png,1530,858,91,unknown,shrinking_outer,
hpma_f000726_t012.100.png,1530,630,150,unknown,shrinking_outer,
hpma_f000726_t012.100.png,1522,408,234,unknown,shrinking_outer,
hpma_f000727_t012.117.png,1524,404,229,unknown,shrinking_outer,
hpma_f000727_t012.117.png,1526,642,151,unknown,shrinking_outer,
hpma_f000727_t012.117.png,1522,864,90,unknown,shrinking_outer,
hpma_f000728_t012.133.png,1526,410,228,unknown,shrinking_outer,
hpma_f000728_t012.133.png,1530,630,146,unknown,shrinking_outer,
hpma_f000728_t012.133.png,1526,860,94,unknown,shrinking_outer,
hpma_f000729_t012.150.png,1528,860,87,unknown,shrinking_outer,
hpma_f000729_t012.150.png,1522,634,145,unknown,shrinking_outer,
hpma_f000729_t012.150.png,1524,408,216,unknown,shrinking_outer,
hpma_f000730_t012.167.png,1530,862,88,unknown,shrinking_outer,
hpma_f000730_t012.167.png,1522,636,137,unknown,shrinking_outer,
hpma_f000730_t012.167.png,1524,410,214,unknown,shrinking_outer,
hpma_f000731_t012.183.png,1238,544,279,unknown,shrinking_outer,
hpma_f000731_t012.183.png,1528,410,204,unknown,shrinking_outer,
hpma_f000731_t012.183.png,1530,640,125,unknown,shrinking_outer,
hpma_f000731_t012.183.png,1524,862,83,unknown,shrinking_outer,
hpma_f000732_t012.200.png,1522,858,85,unknown,shrinking_outer,
hpma_f000732_t012.200.png,1528,626,129,unknown,shrinking_outer,
hpma_f000732_t012.200.png,1528,408,196,unknown,shrinking_outer,
hpma_f000732_t012.200.png,1236,532,274,unknown,shrinking_outer,
hpma_f000733_t012.217.png,1532,860,91,unknown,shrinking_outer,
hpma_f000733_t012.217.png,1522,636,116,unknown,shrinking_outer,
hpma_f000733_t012.217.png,1524,402,198,unknown,shrinking_outer,
hpma_f000733_t012.217.png,1234,536,269,unknown,shrinking_outer,
hpma_f000734_t012.233.png,1522,406,185,unknown,shrinking_outer,
hpma_f000734_t012.233.png,1530,634,112,unknown,shrinking_outer,
hpma_f000734_t012.233.png,1528,868,81,unknown,shrinking_outer,
hpma_f000734_t012.233.png,1238,538,260,unknown,shrinking_outer,
hpma_f000735_t012.250.png,1530,406,181,unknown,shrinking_outer,
hpma_f000735_t012.250.png,1234,538,259,unknown,shrinking_outer,
hpma_f000735_t012.250.png,1530,628,103,unknown,shrinking_outer,
hpma_f000735_t012.250.png,1520,860,57,unknown,shrinking_outer,
hpma_f000736_t012.267.png,1236,536,251,unknown,shrinking_outer,
hpma_f000736_t012.267.png,1528,406,177,unknown,shrinking_outer,
hpma_f000736_t012.267.png,1526,636,87,unknown,shrinking_outer,
hpma_f000736_t012.267.png,1532,864,48,unknown,shrinking_outer,
hpma_f000737_t012.283.png,1528,854,56,unknown,shrinking_outer,
hpma_f000737_t012.283.png,1526,636,95,unknown,shrinking_outer,
hpma_f000737_t012.283.png,1524,404,176,unknown,shrinking_outer,
hpma_f000737_t012.283.png,1232,532,241,unknown,shrinking_outer,
hpma_f000738_t012.300.png,1234,540,241,unknown,shrinking_outer,
hpma_f000738_t012.300.png,1532,404,166,unknown,shrinking_outer,
hpma_f000738_t012.300.png,1528,636,87,unknown,shrinking_outer,
hpma_f000738_t012.300.png,1524,854,49,unknown,shrinking_outer,
hpma_f000739_t012.317.png,1528,860,44,unknown,shrinking_outer,
hpma_f000739_t012.317.png,1526,628,88,unknown,shrinking_outer,
hpma_f000739_t012.317.png,1520,412,154,unknown,shrinking_outer,
hpma_f000739_t012.317.png,1238,534,236,unknown,shrinking_outer,
hpma_f000740_t012.333.png,1530,404,154,unknown,shrinking_outer,
hpma_f000740_t012.333.png,1526,634,97,unknown,shrinking_outer,
hpma_f000740_t012.333.png,1524,860,36,unknown,shrinking_outer,
hpma_f000740_t012.333.png,1236,536,227,unknown,shrinking_outer,
hpma_f000741_t012.350.png,1240,544,224,unknown,shrinking_outer,
hpma_f000741_t012.350.png,1528,406,153,unknown,shrinking_outer,
hpma_f000741_t012.350.png,1530,640,91,unknown,shrinking_outer,
hpma_f000741_t012.350.png,1526,860,47,unknown,shrinking_outer,
hpma_f000742_t012.367.png,1234,538,216,unknown,shrinking_outer,
hpma_f000742_t012.367.png,1528,414,140,unknown,shrinking_outer,
hpma_f000742_t012.367.png,1526,638,87,unknown,shrinking_outer,
hpma_f000742_t012.367.png,1522,854,34,unknown,shrinking_outer,
hpma_f000743_t012.383.png,1530,860,34,unknown,shrinking_outer,
hpma_f000743_t012.383.png,1522,636,89,unknown,shrinking_outer,
hpma_f000743_t012.383.png,1526,406,136,unknown,shrinking_outer,
hpma_f000743_t012.383.png,1238,542,216,unknown,shrinking_outer,
hpma_f000744_t012.400.png,1526,404,131,unknown,shrinking_outer,
hpma_f000744_t012.400.png,1530,638,76,unknown,shrinking_outer,
hpma_f000744_t012.400.png,1526,860,24,unknown,shrinking_outer,
hpma_f000744_t012.400.png,1238,538,204,unknown,shrinking_outer,
hpma_f000744_t012.400.png,1234,764,277,unknown,shrinking_outer,
hpma_f000745_t012.417.png,1524,408,130,unknown,shrinking_outer,
hpma_f000745_t012.417.png,1524,634,75,unknown,shrinking_outer,
hpma_f000745_t012.417.png,1528,852,31,unknown,shrinking_outer,
hpma_f000745_t012.417.png,1236,540,198,unknown,shrinking_outer,
hpma_f000745_t012.417.png,1238,762,278,unknown,shrinking_outer,
hpma_f000746_t012.433.png,1232,762,259,unknown,shrinking_outer,
hpma_f000746_t012.433.png,1234,536,189,unknown,shrinking_outer,
hpma_f000746_t012.433.png,1528,404,132,unknown,shrinking_outer,
hpma_f000746_t012.433.png,1522,638,67,unknown,shrinking_outer,
hpma_f000746_t012.433.png,1532,862,14,unknown,shrinking_outer,
hpma_f000747_t012.450.png,1236,536,186,unknown,shrinking_outer,
hpma_f000747_t012.450.png,1236,762,265,unknown,shrinking_outer,
hpma_f000747_t012.450.png,1528,632,57,unknown,shrinking_outer,
hpma_f000747_t012.450.png,1530,408,116,unknown,shrinking_outer,
hpma_f000748_t012.467.png,1526,406,116,unknown,shrinking_outer,
hpma_f000748_t012.467.png,1528,636,57,unknown,shrinking_outer,
hpma_f000748_t012.467.png,1238,762,252,unknown,shrinking_outer,
hpma_f000748_t012.467.png,1240,540,178,unknown,shrinking_outer,
hpma_f000749_t012.483.png,1238,762,248,unknown,shrinking_outer,
hpma_f000749_t012.483.png,1234,532,172,unknown,shrinking_outer,
hpma_f000749_t012.483.png,1526,404,105,unknown,shrinking_outer,
hpma_f000749_t012.483.png,1522,632,53,unknown,shrinking_outer,
hpma_f000750_t012.500.png,1524,634,47,unknown,shrinking_outer,
hpma_f000750_t012.500.png,1528,408,92,unknown,shrinking_outer,
hpma_f000750_t012.500.png,1238,534,168,unknown,shrinking_outer,
hpma_f000750_t012.500.png,1240,768,243,unknown,shrinking_outer,
hpma_f000751_t012.517.png,1522,636,46,unknown,shrinking_outer,
hpma_f000751_t012.517.png,1528,408,83,unknown,shrinking_outer,
hpma_f000751_t012.517.png,1234,540,161,unknown,shrinking_outer,
hpma_f000751_t012.517.png,1236,766,230,unknown,shrinking_outer,
hpma_f000752_t012.533.png,1524,634,41,unknown,shrinking_outer,
hpma_f000752_t012.533.png,1526,404,94,unknown,shrinking_outer,
hpma_f000752_t012.533.png,1236,534,159,unknown,shrinking_outer,
hpma_f000752_t012.533.png,1236,764,230,unknown,shrinking_outer,
hpma_f000753_t012.550.png,1530,630,36,unknown,shrinking_outer,
hpma_f000753_t012.550.png,1526,404,89,unknown,shrinking_outer,
hpma_f000753_t012.550.png,1236,530,155,unknown,shrinking_outer,
hpma_f000753_t012.550.png,1232,766,224,unknown,shrinking_outer,
hpma_f000754_t012.567.png,1528,634,37,unknown,shrinking_outer,
hpma_f000754_t012.567.png,1530,404,89,unknown,shrinking_outer,
hpma_f000754_t012.567.png,1234,542,144,unknown,shrinking_outer,
hpma_f000754_t012.567.png,1240,766,221,unknown,shrinking_outer,
hpma_f000755_t012.583.png,1526,630,33,unknown,shrinking_outer,
hpma_f000755_t012.583.png,1522,404,90,unknown,shrinking_outer,
hpma_f000755_t012.583.png,1238,532,143,unknown,shrinking_outer,
hpma_f000755_t012.583.png,1240,762,215,unknown,shrinking_outer,
hpma_f000756_t012.600.png,946,894,274,unknown,shrinking_outer,
hpma_f000756_t012.600.png,1240,762,206,unknown,shrinking_outer,
hpma_f000756_t012.600.png,1528,630,27,unknown,shrinking_outer,
hpma_f000756_t012.600.png,1528,408,90,unknown,shrinking_outer,
hpma_f000756_t012.600.png,1234,534,131,unknown,shrinking_outer,
hpma_f000757_t012.617.png,1234,540,127,unknown,shrinking_outer,
hpma_f000757_t012.617.png,1526,408,76,unknown,shrinking_outer,
hpma_f000757_t012.617.png,1520,638,30,unknown,shrinking_outer,
hpma_f000757_t012.617.png,1238,768,195,unknown,shrinking_outer,
hpma_f000757_t012.617.png,946,896,270,unknown,shrinking_outer,
hpma_f000758_t012.633.png,1526,630,24,unknown,shrinking_outer,
hpma_f000758_t012.633.png,1528,408,80,unknown,shrinking_outer,
hpma_f000758_t012.633.png,1238,540,125,unknown,shrinking_outer,
hpma_f000758_t012.633.png,1238,766,195,unknown,shrinking_outer,
hpma_f000758_t012.633.png,944,894,266,unknown,shrinking_outer,
hpma_f000759_t012.650.png,942,894,265,unknown,shrinking_outer,
hpma_f000759_t012.650.png,1240,760,186,unknown,shrinking_outer,
hpma_f000759_t012.650.png,1234,536,114,unknown,shrinking_outer,
hpma_f000759_t012.650.png,1524,406,65,unknown,shrinking_outer,
hpma_f000759_t012.650.png,1524,638,14,unknown,shrinking_outer,
hpma_f000760_t012.667.png,1524,412,60,unknown,shrinking_outer,
hpma_f000760_t012.667.png,1238,528,121,unknown,shrinking_outer,
hpma_f000760_t012.667.png,1240,764,188,unknown,shrinking_outer,
hpma_f000760_t012.667.png,944,894,264,unknown,shrinking_outer,
hpma_f000761_t012.683.png,1526,406,59,unknown,shrinking_outer,
hpma_f000761_t012.683.png,1234,538,112,unknown,shrinking_outer,
hpma_f000761_t012.683.png,1234,756,172,unknown,shrinking_outer,
hpma_f000761_t012.683.png,946,894,247,unknown,shrinking_outer,
hpma_f000762_t012.700.png,1526,400,51,unknown,shrinking_outer,
hpma_f000762_t012.700.png,1240,536,99,unknown,shrinking_outer,
hpma_f000762_t012.700.png,1240,758,170,unknown,shrinking_outer,
hpma_f000762_t012.700.png,944,892,243,unknown,shrinking_outer,
hpma_f000763_t012.717.png,1524,408,42,unknown,shrinking_outer,
hpma_f000763_t012.717.png,1236,538,79,unknown,shrinking_outer,
hpma_f000763_t012.717.png,1234,764,164,unknown,shrinking_outer,
hpma_f000763_t012.717.png,946,894,229,unknown,shrinking_outer,
hpma_f000764_t012.733.png,1526,404,39,unknown,shrinking_outer,
hpma_f000764_t012.733.png,1242,536,76,unknown,shrinking_outer,
hpma_f000764_t012.733.png,1238,762,158,unknown,shrinking_outer,
hpma_f000764_t012.733.png,948,890,228,unknown,shrinking_outer,
hpma_f000765_t012.750.png,1526,406,40,unknown,shrinking_outer,
hpma_f000765_t012.750.png,1236,534,85,unknown,shrinking_outer,
hpma_f000765_t012.750.png,1234,758,149,unknown,shrinking_outer,
hpma_f000765_t012.750.png,948,894,226,unknown,shrinking_outer,
hpma_f000766_t012.767.png,1522,406,39,unknown,shrinking_outer,
hpma_f000766_t012.767.png,1238,542,88,unknown,shrinking_outer,
hpma_f000766_t012.767.png,1240,766,145,unknown,shrinking_outer,
hpma_f000766_t012.767.png,948,894,216,unknown,shrinking_outer,
hpma_f000767_t012.783.png,1238,764,133,unknown,shrinking_outer,
hpma_f000767_t012.783.png,1528,406,32,unknown,shrinking_outer,
hpma_f000767_t012.783.png,1244,540,78,unknown,shrinking_outer,
hpma_f000767_t012.783.png,944,890,217,unknown,shrinking_outer,
hpma_f000768_t012.800.png,1238,756,135,unknown,shrinking_outer,
hpma_f000768_t012.800.png,1238,532,75,unknown,shrinking_outer,
hpma_f000768_t012.800.png,1528,404,34,unknown,shrinking_outer,
hpma_f000768_t012.800.png,944,894,209,unknown,shrinking_outer,
hpma_f000769_t012.817.png,946,894,190,unknown,shrinking_outer,
hpma_f000769_t012.817.png,1238,756,131,unknown,shrinking_outer,
hpma_f000769_t012.817.png,1234,532,70,unknown,shrinking_outer,
hpma_f000769_t012.817.png,1528,404,27,unknown,shrinking_outer,
hpma_f000769_t012.817.png,944,668,273,unknown,shrinking_outer,
hpma_f000770_t012.833.png,952,668,293,unknown,shrinking_outer,
hpma_f000770_t012.833.png,948,890,195,unknown,shrinking_outer,
hpma_f000770_t012.833.png,1238,536,68,unknown,shrinking_outer,
hpma_f000770_t012.833.png,1238,766,120,unknown,shrinking_outer,
hpma_f000770_t012.833.png,1528,406,23,unknown,shrinking_outer,
hpma_f000771_t012.850.png,948,666,275,unknown,shrinking_outer,
hpma_f000771_t012.850.png,946,890,194,unknown,shrinking_outer,
hpma_f000771_t012.850.png,1244,760,119,unknown,shrinking_outer,
hpma_f000771_t012.850.png,1234,538,70,unknown,shrinking_outer,
hpma_f000771_t012.850.png,1526,406,21,unknown,shrinking_outer,
hpma_f000772_t012.867.png,944,670,274,unknown,shrinking_outer,
hpma_f000772_t012.867.png,942,896,185,unknown,shrinking_outer,
hpma_f000772_t012.867.png,1238,756,116,unknown,shrinking_outer,
hpma_f000772_t012.867.png,1236,532,62,unknown,shrinking_outer,
hpma_f000773_t012.883.png,1234,538,63,unknown,shrinking_outer,
hpma_f000773_t012.883.png,1234,762,119,unknown,shrinking_outer,
hpma_f000773_t012.883.png,944,894,182,unknown,shrinking_outer,
hpma_f000773_t012.883.png,940,668,261,unknown,shrinking_outer,
hpma_f000774_t012.900.png,1234,532,53,unknown,shrinking_outer,
hpma_f000774_t012.900.png,1240,760,98,unknown,shrinking_outer,
hpma_f000774_t012.900.png,948,888,174,unknown,shrinking_outer,
hpma_f000774_t012.900.png,942,666,251,unknown,shrinking_outer,
hpma_f000775_t012.917.png,1234,534,53,unknown,shrinking_outer,
hpma_f000775_t012.917.png,1236,766,97,unknown,shrinking_outer,
hpma_f000775_t012.917.png,946,892,163,unknown,shrinking_outer,
hpma_f000775_t012.917.png,938,668,245,unknown,shrinking_outer,
hpma_f000776_t012.933.png,1234,536,49,unknown,shrinking_outer,
hpma_f000776_t012.933.png,1234,764,91,unknown,shrinking_outer,
hpma_f000776_t012.933.png,940,670,246,unknown,shrinking_outer,
hpma_f000776_t012.933.png,944,888,155,unknown,shrinking_outer,
hpma_f000777_t012.950.png,1236,540,40,unknown,shrinking_outer,
hpma_f000777_t012.950.png,1236,762,89,unknown,shrinking_outer,
hpma_f000777_t012.950.png,942,664,237,unknown,shrinking_outer,
hpma_f000777_t012.950.png,946,896,153,unknown,shrinking_outer,
hpma_f000778_t012.967.png,1236,766,87,unknown,shrinking_outer,
hpma_f000778_t012.967.png,1232,530,43,unknown,shrinking_outer,
hpma_f000778_t012.967.png,946,666,228,unknown,shrinking_outer,
hpma_f000778_t012.967.png,942,896,146,unknown,shrinking_outer,
hpma_f000779_t012.983.png,1234,534,47,unknown,shrinking_outer,
hpma_f000779_t012.983.png,1232,762,93,unknown,shrinking_outer,
hpma_f000779_t012.983.png,944,664,231,unknown,shrinking_outer,
hpma_f000779_t012.983.png,950,898,145,unknown,shrinking_outer,
hpma_f000780_t013.000.png,1238,768,81,unknown,shrinking_outer,
hpma_f000780_t013.000.png,1236,538,34,unknown,shrinking_outer,
hpma_f000780_t013.000.png,948,670,215,unknown,shrinking_outer,
hpma_f000780_t013.000.png,946,898,137,unknown,shrinking_outer,
hpma_f000781_t013.017.png,1234,532,30,unknown,shrinking_outer,
hpma_f000781_t013.017.png,1240,766,86,unknown,shrinking_outer,
hpma_f000781_t013.017.png,944,668,210,unknown,shrinking_outer,
hpma_f000781_t013.017.png,942,890,128,unknown,shrinking_outer,
hpma_f000782_t013.033.png,944,664,201,unknown,shrinking_outer,
hpma_f000782_t013.033.png,948,890,132,unknown,shrinking_outer,
hpma_f000782_t013.033.png,1242,756,84,unknown,shrinking_outer,
hpma_f000782_t013.033.png,1240,536,23,unknown,shrinking_outer,
hpma_f000783_t013.050.png,1238,536,25,unknown,shrinking_outer,
hpma_f000783_t013.050.png,1234,758,70,unknown,shrinking_outer,
hpma_f000783_t013.050.png,940,664,202,unknown,shrinking_outer,
hpma_f000783_t013.050.png,946,894,126,unknown,shrinking_outer,
hpma_f000784_t013.067.png,1238,768,64,unknown,shrinking_outer,
hpma_f000784_t013.067.png,940,666,196,unknown,shrinking_outer,
hpma_f000784_t013.067.png,948,896,119,unknown,shrinking_outer,
hpma_f000785_t013.083.png,948,886,116,unknown,shrinking_outer,
hpma_f000785_t013.083.png,944,666,188,unknown,shrinking_outer,
hpma_f000785_t013.083.png,1238,760,60,unknown,shrinking_outer,
hpma_f000786_t013.100.png,1236,762,58,unknown,shrinking_outer,
hpma_f000786_t013.100.png,948,662,180,unknown,shrinking_outer,
hpma_f000786_t013.100.png,948,892,105,unknown,shrinking_outer,
hpma_f000787_t013.117.png,1234,762,54,unknown,shrinking_outer,
hpma_f000787_t013.117.png,950,660,174,unknown,shrinking_outer,
